date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,drivers_license_number__c,first_name__c,Id,last_name__c,Name,social_security
12/2/1962,5 Oak Plaza,WARSON WOODS,MO,M659431297,Jennifer,a04i000000h8N6QAAU,Allen,Jennifer Allen,111111720
6/19/1993,0885 Killdeer Pass,,MO,V803352514,Samuel,a04i000000h8N6RAAU,Hill,Samuel Hill,111111721
11/21/1994,89 Manitowish Junction,HILLSDALE,,E501444452,Frank,a04i000000h8N6SAAU,Ramirez,Frank Ramirez,111111722
11/24/1988,5533 Larry Way,OVERLAND,,I719574419,Brandon,a04i000000h8N6TAAU,Jacobs,Brandon Jacobs,111111723
3/1/1966,60 Elmside Hill,BRECKENRIDGE HILLS,MO,R861256792,Sarah,a04i000000h8N6UAAU,Reid,Sarah Reid,111111724
2/4/1960,58810 Schurz Place,CHESTERFIELD,MO,R262801230,Michelle,a04i000000h8N6VAAU,Powell,Michelle Powell,111111725
,0 Victoria Drive,NORWOOD COURT,MO,C141553514,Timothy,a04i000000h8N6WAAU,Bennett,Timothy Bennett,111111726
6/3/1991,41576 Bay Point,MOLINE ACRES,MO,Q986608090,Kevin,a04i000000h8N6ZAAU,Morris,Kevin Morris,111111727
3/26/1958,7 Scoville Center,BRECKENRIDGE HILLS,,I691606331,Richard,a04i000000h8N6aAAE,Ryan,Richard Ryan,111111728
1/10/1983,375 Ronald Regan Parkway,WILBUR PARK,MO,C018769789,Adam,a04i000000h8N6bAAE,Thomas,Adam Thomas,111111729
7/22/1989,6 Bay Avenue,VELDA VILLAGE HILLS,MO,I289879076,Roger,a04i000000h8N6cAAE,Rose,Roger Rose,111111730
12/3/1962,49807 Westend Way,COUNTRY CLUB HILLS,,G889403729,Patrick,a04i000000h8N6dAAE,Ramos,Patrick Ramos,111111731
1/18/1965,808 Esch Way,SYCAMORE HILLS,MO,Q168264286,Sandra,a04i000000h8N6eAAE,Palmer,Sandra Palmer,111111732
8/10/1995,6 Eagan Road,ST. GEORGE,MO,O499664777,Willie,a04i000000h8N6fAAE,Duncan,Willie Duncan,111111733
10/13/1957,9 Macpherson Terrace,OLIVETTE,MO,D865353895,Rachel,a04i000000h8NDvAAM,Little,Rachel Little,111111734
8/1/1963,,ELLISVILLE,MO,M636684093,Cheryl,a04i000000h8NDwAAM,Jenkins,Cheryl Jenkins,111111735
7/22/1956,57219 Del Sol Street,ST. LOUIS CITY,MO,B499516384,Robin,a04i000000h8NDxAAM,Bishop,Robin Bishop,111111736
7/25/1976,576 Arapahoe Center,FRONTENAC,MO,W409035058,Shirley,a04i000000h8NDyAAM,Young,Shirley Young,111111737
4/9/1958,61 Warner Terrace,NORMANDY,MO,S183987824,Carol,a04i000000h8NDzAAM,Long,Carol Long,111111738
9/30/1951,1756 Grasskamp Drive,OAKLAND,MO,E321144851,Beverly,a04i000000h8NE0AAM,Bradley,Beverly Bradley,111111739
12/3/1962,029 South Avenue,GREENDALE,MO,M718460675,Martin,a04i000000h8NE1AAM,Meyer,Martin Meyer,111111740
5/18/1979,5297 Victoria Alley,CLAYTON,MO,E124817611,Nicholas,a04i000000h8NE3AAM,Hunt,Nicholas Hunt,111111741
4/14/1968,5 Hoepker Plaza,VELDA CITY,MO,O270403557,Irene,a04i000000h8NE4AAM,Powell,Irene Powell,111111742
11/27/1986,6 Ludington Avenue,CALVERTON PARK,MO,O282547089,Joan,a04i000000h8NE5AAM,Burns,Joan Burns,111111743
12/11/1967,3 Division Point,TWIN OAKS,MO,B723809878,Arthur,a04i000000h8NE6AAM,Long,Arthur Long,111111744
9/16/1972,50645 Springs Street,GLENDALE,MO,A383353178,Tammy,a04i000000h8NE8AAM,Schmidt,Tammy Schmidt,111111745
1/14/1990,,ST. LOUIS CITY,MO,R366498545,Nicole,a04i000000h8NE9AAM,Hunt,Nicole Hunt,111111746
7/17/1967,42 Morning Lane,CRYSTAL LAKE PARK,MO,S885887545,Chris,a04i000000h8NEAAA2,Banks,Chris Banks,111111747
5/9/1956,8 Clove Avenue,MARYLAND HEIGHTS,MO,,Carolyn,a04i000000h8NEBAA2,Freeman,Carolyn Freeman,111111748
10/6/1989,17 Maple Wood Drive,FLORISSANT,MO,H841567050,Anne,a04i000000h8NECAA2,Stephens,Anne Stephens,111111749
2/27/1974,43 Eastlawn Junction,SUNSET HILLS,MO,G741270249,Gerald,a04i000000h8NEDAA2,Day,Gerald Day,111111750
11/2/1975,61632 School Drive,,,B276370946,Chris,a04i000000h8NEFAA2,Nelson,Chris Nelson,111111751
9/21/1970,5 Autumn Leaf Lane,CREVE COEUR,MO,B402358858,Tammy,a04i000000h8NEGAA2,Phillips,Tammy Phillips,111111752
7/11/1964,955 Mayer Court,DELLWOOD,MO,H088696567,Ruby,a04i000000h8NEHAA2,Kelly,Ruby Kelly,111111753
10/2/1950,00808 Pankratz Junction,,MO,W264844796,Joan,a04i000000h8NEJAA2,Wagner,Joan Wagner,111111754
9/16/1985,7497 Buhler Alley,MAPLEWOOD,MO,V590950624,Randy,a04i000000h8NELAA2,Martinez,Randy Martinez,111111755
10/20/1982,02007 Waywood Drive,RIVERVIEW,MO,,Philip,a04i000000h8NEMAA2,Kelly,Philip Kelly,111111756
6/12/1953,38 Tennyson Crossing,CLARKSON VALLEY,,M989973406,Eugene,a04i000000h8NENAA2,Alvarez,Eugene Alvarez,111111757
3/1/1992,947 Express Crossing,PASADENA HILLS,MO,T901820954,Donna,a04i000000h8NEQAA2,Reynolds,Donna Reynolds,111111758
8/3/1969,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,Patrick,a04i000000h8N6gAAE,Elliott,Patrick Elliott,111111759
8/16/1966,588 Del Sol Crossing,HUNTLEIGH,MO,Q065966625,Steve,a04i000000h8N6mAAE,Rivera,Steve Rivera,111111760
2/22/1972,9 Mallard Center,ROCK HILL,MO,,Angela,a04i000000h8N6nAAE,Morgan,Angela Morgan,111111761
5/23/1973,,WILDWOOD,MO,V153017469,Jane,a04i000000h8N6oAAE,Reyes,Jane Reyes,111111762
1/12/1965,2 Dayton Way,CHAMP,MO,H643256350,Annie,a04i000000h8N6pAAE,Cooper,Annie Cooper,111111763
6/27/1964,,TOWN & COUNTRY,MO,L676922183,Roger,a04i000000h8N6qAAE,Arnold,Roger Arnold,111111764
7/27/1996,4 Mcbride Trail,CRYSTAL LAKE PARK,MO,B427318035,Debra,a04i000000h8N6rAAE,Arnold,Debra Arnold,111111765
10/14/1966,6 Nancy Trail,HANLEY HILLS,,E505901973,Lori,a04i000000h8N6sAAE,Henry,Lori Henry,111111766
5/17/1995,2 Moose Terrace,WOODSON TERRACE,MO,,Sarah,a04i000000h8N6tAAE,Rodriguez,Sarah Rodriguez,111111767
2/25/1992,61 Arrowood Plaza,EDMUNDSON,MO,H459296513,Larry,a04i000000h8N6uAAE,Richardson,Larry Richardson,111111768
6/16/1975,4270 Delaware Trail,CLARKSON VALLEY,MO,R718521347,Frances,a04i000000h8N6vAAE,Hanson,Frances Hanson,111111769
5/29/1996,9 Welch Circle,WELLSTON,MO,O323187495,Sharon,a04i000000h8N6wAAE,Howard,Sharon Howard,111111770
2/4/1976,4 Tony Place,COUNTRY CLUB HILLS,MO,H256380815,Barbara,a04i000000h8N6xAAE,Jackson,Barbara Jackson,111111771
2/19/1976,957 Farmco Lane,CLARKSON VALLEY,MO,M742020294,Joseph,a04i000000h8N6yAAE,Meyer,Joseph Meyer,111111772
5/22/1980,2247 Northport Lane,WOODSON TERRACE,MO,N345710121,Lawrence,a04i000000h8N6zAAE,Holmes,Lawrence Holmes,111111773
11/6/1981,5 Helena Court,ELLISVILLE,MO,N551405629,Amy,a04i000000h8N70AAE,Dean,Amy Dean,111111774
12/3/1976,6 Utah Plaza,MANCHESTER,MO,I979545168,Emily,a04i000000h8N71AAE,West,Emily West,111111775
3/13/1953,89756 Badeau Way,BEL-NOR,MO,Q255715248,Brandon,a04i000000h8N72AAE,Fox,Brandon Fox,111111776
12/12/1955,9 Schlimgen Avenue,TWIN OAKS,,,Jeremy,a04i000000h8N73AAE,Ruiz,Jeremy Ruiz,111111777
4/9/1967,9 Montana Park,DELLWOOD,MO,A044580699,Jonathan,a04i000000h8N74AAE,Perez,Jonathan Perez,111111778
8/24/1963,84366 Independence Terrace,CHAMP,MO,Z586942802,Frank,a04i000000h8N75AAE,Dixon,Frank Dixon,111111779
11/11/1964,86 Lindbergh Trail,CRESTWOOD,MO,C449132132,Jennifer,a04i000000h8N78AAE,Bailey,Jennifer Bailey,111111780
4/19/1960,1599 Westerfield Center,OLIVETTE,,V549046341,Christine,a04i000000h8N79AAE,Wagner,Christine Wagner,111111781
11/11/1976,16726 Mitchell Terrace,WINCHESTER,MO,D146795248,David,a04i000000h8N7AAAU,Castillo,David Castillo,111111782
8/11/1994,98493 Everett Avenue,BLACK JACK,MO,N968506887,Philip,a04i000000h8N7CAAU,White,Philip White,111111783
10/4/1987,4 Ramsey Pass,FRONTENAC,MO,F617318939,Craig,a04i000000h8NETAA2,Perkins,Craig Perkins,111111784
2/29/1972,01274 Holy Cross Drive,VELDA CITY,MO,W846805768,Justin,a04i000000h8NEUAA2,Wagner,Justin Wagner,111111785
4/30/1988,3 Sachtjen Circle,WARSON WOODS,MO,Z075807314,Susan,a04i000000h8NEVAA2,Rodriguez,Susan Rodriguez,111111786
3/21/1953,89744 Roth Place,CHESTERFIELD,MO,K414563787,Judith,a04i000000h8NEWAA2,Bowman,Judith Bowman,111111787
7/15/1989,37 Corscot Hill,ST. ANN,MO,Y503438841,Harry,a04i000000h8NEXAA2,Mitchell,Harry Mitchell,111111788
2/20/1992,52 Sauthoff Center,PACIFIC,MO,,Bobby,a04i000000h8NEaAAM,Ward,Bobby Ward,111111789
3/9/1991,704 Cascade Park,WILBUR PARK,MO,,Thomas,a04i000000h8NEbAAM,Cooper,Thomas Cooper,111111790
6/7/1963,4010 Vernon Junction,MANCHESTER,MO,D257961286,Heather,a04i000000h8NEgAAM,Armstrong,Heather Armstrong,111111791
4/24/1969,30972 Upham Center,WILBUR PARK,MO,T683472623,Virginia,a04i000000h8NEhAAM,Hicks,Virginia Hicks,111111792
11/6/1971,7423 Gulseth Pass,MARLBOROUGH,MO,V080791223,Wayne,a04i000000h8NEmAAM,Gray,Wayne Gray,111111793
12/6/1988,,MOLINE ACRES,MO,R485002050,Carolyn,a04i000000h8NEnAAM,Wallace,Carolyn Wallace,111111794
11/8/1954,04172 Eliot Place,CLARKSON VALLEY,MO,V008598280,Raymond,a04i000000h8NEoAAM,Crawford,Raymond Crawford,111111795
6/23/1975,23383 Hintze Trail,BEL-NOR,MO,X135073292,Wanda,a04i000000h8NEpAAM,Martinez,Wanda Martinez,111111796
11/21/1967,50567 Fremont Lane,SYCAMORE HILLS,MO,H269909359,Chris,a04i000000h8NEqAAM,Lawson,Chris Lawson,111111797
12/30/1974,8631 Esker Park,CLARKSON VALLEY,MO,Y557444600,Joe,a04i000000h8NErAAM,Murray,Joe Murray,111111798
5/10/1996,129 Darwin Crossing,GREENDALE,MO,J541684196,Terry,a04i000000h8NEsAAM,Lane,Terry Lane,111111799
10/25/1991,0187 Reinke Park,ST. GEORGE,MO,X173736152,Teresa,a04i000000h8NEtAAM,Olson,Teresa Olson,111111800
8/6/1967,09501 Golf View Way,MANCHESTER,MO,Z612969439,Ruth,a04i000000h8NEuAAM,Pierce,Ruth Pierce,111111801
9/6/1958,14 Oneill Court,CRYSTAL LAKE PARK,MO,,Gregory,a04i000000h8NEvAAM,Riley,Gregory Riley,111111802
9/18/1966,1880 Anniversary Circle,VINITA PARK,MO,W210175237,Ronald,a04i000000h8NEzAAM,Morgan,Ronald Morgan,111111803
4/19/1987,254 Lindbergh Court,FLORISSANT,MO,Z608401691,Pamela,a04i000000h8N7DAAU,Simmons,Pamela Simmons,111111804
5/6/1971,878 Independence Crossing,MANCHESTER,MO,J341369788,Walter,a04i000000h8N7EAAU,Bradley,Walter Bradley,111111805
7/3/1966,85 Continental Trail,BEL-NOR,MO,,Marilyn,a04i000000h8N7FAAU,Jacobs,Marilyn Jacobs,111111806
2/6/1978,4 Center Junction,CLAYTON,MO,T548660236,Amanda,a04i000000h8N7GAAU,Hall,Amanda Hall,111111807
8/23/1986,83505 Bowman Park,KINLOCH,MO,O384015221,Melissa,a04i000000h8N7IAAU,Snyder,Melissa Snyder,111111808
4/5/1994,884 Cordelia Road,ROCK HILL,MO,Z573585724,Diana,a04i000000h8N7OAAU,Gibson,Diana Gibson,111111809
7/1/1976,,BEVERLY HILLS,MO,R254088102,Johnny,a04i000000h8N7PAAU,Fuller,Johnny Fuller,111111810
10/23/1978,,EDMUNDSON,MO,P731661673,Antonio,a04i000000h8N7QAAU,Tucker,Antonio Tucker,111111811
5/24/1955,554 Upham Court,LADUE,MO,Y092088913,Dorothy,a04i000000h8N7RAAU,Banks,Dorothy Banks,111111812
3/9/1964,94538 Novick Park,UNIVERSITY CITY,MO,L629717504,Ernest,a04i000000h8N7SAAU,West,Ernest West,111111813
10/13/1977,2252 Holy Cross Junction,ST. ANN,MO,H072283012,Bobby,a04i000000h8N7TAAU,Boyd,Bobby Boyd,111111814
8/13/1960,8203 Ludington Plaza,CRYSTAL LAKE PARK,MO,C143829126,Arthur,a04i000000h8N7UAAU,Oliver,Arthur Oliver,111111815
8/3/1970,810 Glendale Trail,GREEN PARK,MO,,Laura,a04i000000h8N7VAAU,Murray,Laura Murray,111111816
3/11/1961,,BALLWIN,MO,C848596584,Chris,a04i000000h8N7WAAU,Castillo,Chris Castillo,111111817
5/30/1996,27906 Messerschmidt Trail,MANCHESTER,MO,C890304132,Jessica,a04i000000h8N7XAAU,Fernandez,Jessica Fernandez,111111818
12/23/1982,3 Little Fleur Lane,,MO,S981415535,Jane,a04i000000h8N7YAAU,Larson,Jane Larson,111111819
8/27/1954,9163 Dahle Way,HILLSDALE,MO,E045581810,Susan,a04i000000h8N7ZAAU,Medina,Susan Medina,111111820
2/17/1984,,CREVE COEUR,MO,M897487303,Jeremy,a04i000000h8N7aAAE,Bailey,Jeremy Bailey,111111821
3/25/1955,60033 Maryland Plaza,BEVERLY HILLS,MO,B927750211,Ronald,a04i000000h8N7bAAE,Spencer,Ronald Spencer,111111822
8/12/1987,7984 Luster Junction,GREENDALE,MO,H482272970,Lillian,a04i000000h8N7cAAE,Vasquez,Lillian Vasquez,111111823
4/9/1952,0049 Summit Crossing,MARYLAND HEIGHTS,MO,T680565039,Katherine,a04i000000h8N7dAAE,Warren,Katherine Warren,111111824
10/2/1972,9387 Marquette Plaza,KINLOCH,MO,V465237882,Jack,a04i000000h8N7eAAE,Holmes,Jack Holmes,111111825
8/6/1966,8904 Darwin Park,PACIFIC,MO,J503021884,Eugene,a04i000000h8N7fAAE,Wagner,Eugene Wagner,111111826
8/26/1961,00 Coleman Lane,WILBUR PARK,MO,M927981281,Keith,a04i000000h8N7gAAE,Cole,Keith Cole,111111827
10/5/1963,2 Crowley Crossing,TOWN & COUNTRY,MO,U370474012,Jean,a04i000000h8N7hAAE,Stephens,Jean Stephens,111111828
12/22/1988,9 Nelson Circle,BELLEFONTAINE NEIGHBORS,MO,,Mark,a04i000000h8N7iAAE,Rogers,Mark Rogers,111111829
3/6/1983,24 Rockefeller Point,WILDWOOD,MO,,Pamela,a04i000000h8N7jAAE,Fields,Pamela Fields,111111830
5/18/1994,9 Jenna Terrace,FERGUSON,MO,,Marilyn,a04i000000h8N7kAAE,Tucker,Marilyn Tucker,111111831
10/16/1962,557 Pond Hill,VINITA PARK,MO,V500128481,Emily,a04i000000h8NF0AAM,Warren,Emily Warren,111111832
2/14/1966,,MANCHESTER,MO,W003452133,Margaret,a04i000000h8NF1AAM,Matthews,Margaret Matthews,111111833
11/27/1962,,VELDA CITY,MO,B654669569,Deborah,a04i000000h8NF2AAM,Howell,Deborah Howell,111111834
6/16/1958,0 Barnett Park,FLORDELL HILLS,MO,N570567411,Beverly,a04i000000h8NF3AAM,Johnston,Beverly Johnston,111111835
2/8/1996,3829 Rowland Road,CREVE COEUR,MO,O305912643,Jonathan,a04i000000h8NF4AAM,Ward,Jonathan Ward,111111836
6/21/1976,85000 Corry Crossing,GLENDALE,MO,T844451000,Mark,a04i000000h8NF5AAM,Willis,Mark Willis,111111837
5/30/1978,5008 Lakeland Terrace,CHARLACK,MO,M632368611,John,a04i000000h8NF6AAM,Lawrence,John Lawrence,111111838
8/23/1974,8 Anniversary Crossing,WINCHESTER,MO,Q490507600,Walter,a04i000000h8NF7AAM,Wood,Walter Wood,111111839
6/19/1974,4 Harbort Point,WELLSTON,MO,J807260751,Lillian,a04i000000h8NF8AAM,Ross,Lillian Ross,111111840
1/19/1979,13553 Texas Plaza,CHESTERFIELD,MO,W316823637,Janet,a04i000000h8NF9AAM,Duncan,Janet Duncan,111111841
6/28/1959,66 Northland Avenue,FRONTENAC,,,Jesse,a04i000000h8NFAAA2,Bryant,Jesse Bryant,111111842
2/3/1951,422 Pine View Parkway,GREENDALE,MO,R954492923,Catherine,a04i000000h8NFBAA2,Tucker,Catherine Tucker,111111843
9/30/1987,926 Del Mar Way,FENTON,MO,Y291977165,Kathryn,a04i000000h8NFCAA2,Martin,Kathryn Martin,111111844
4/3/1992,905 Carey Hill,LADUE,MO,S349365571,Julie,a04i000000h8NFDAA2,Romero,Julie Romero,111111845
1/28/1974,,CLARKSON VALLEY,MO,Y181425764,Teresa,a04i000000h8NFEAA2,James,Teresa James,111111846
10/17/1962,90 Lawn Park,KIRKWOOD,MO,L814561589,Patricia,a04i000000h8NFFAA2,Jones,Patricia Jones,111111847
9/14/1972,0 Nobel Circle,GLEN ECHO PARK,MO,U110327554,Lawrence,a04i000000h8NFIAA2,Peters,Lawrence Peters,111111848
3/18/1994,72040 Elmside Center,NORMANDY,MO,,Doris,a04i000000h8NFJAA2,Ryan,Doris Ryan,111111849
4/15/1970,4481 Rusk Crossing,COOL VALLEY,MO,Q443658711,Robert,a04i000000h8NFKAA2,Webb,Robert Webb,111111850
2/12/1966,76801 Lakewood Place,RIVERVIEW,MO,K198462046,Bruce,a04i000000h8NFLAA2,Roberts,Bruce Roberts,111111851
3/12/1951,35 Dwight Junction,,MO,Y496973489,Ronald,a04i000000h8NFMAA2,Harrison,Ronald Harrison,111111852
6/1/1981,706 Kim Terrace,FERGUSON,MO,,Marie,a04i000000h8NFNAA2,Nichols,Marie Nichols,111111853
7/29/1970,6 Hoffman Trail,CALVERTON PARK,MO,J320831636,Tina,a04i000000h8NFOAA2,Castillo,Tina Castillo,111111854
10/21/1960,,FENTON,MO,,Robin,a04i000000h8NFPAA2,Andrews,Robin Andrews,111111855
3/7/1973,5952 Eastwood Street,WILDWOOD,MO,S259432787,Jacqueline,a04i000000h8NFQAA2,Garza,Jacqueline Garza,111111856
5/11/1976,98 Eagle Crest Street,PASADENA HILLS,,L723891931,Brenda,a04i000000h8NFRAA2,White,Brenda White,111111857
1/9/1980,79485 Meadow Vale Drive,DES PERES,MO,D687510070,Matthew,a04i000000h8NFSAA2,Roberts,Matthew Roberts,111111858
7/1/1989,24650 Transport Alley,BEL-RIDGE,MO,,Anne,a04i000000h8NFTAA2,Butler,Anne Butler,111111859
2/15/1994,744 Darwin Point,MARYLAND HEIGHTS,MO,C866027121,Judith,a04i000000h8NFUAA2,Morris,Judith Morris,111111860
,90 Mifflin Street,FRONTENAC,MO,R798100614,Ernest,a04i000000h8NFVAA2,Moore,Ernest Moore,111111861
9/8/1957,1 Badeau Place,BALLWIN,MO,,Kathryn,a04i000000h8NFWAA2,Mason,Kathryn Mason,111111862
12/13/1963,16684 Straubel Pass,BEVERLY HILLS,MO,,Lois,a04i000000h8NFXAA2,Howell,Lois Howell,111111863
4/8/1995,3536 Melby Park,BRECKENRIDGE HILLS,MO,N862893164,Jesse,a04i000000h8N7lAAE,Carpenter,Jesse Carpenter,111111864
11/23/1995,94463 Rusk Avenue,ST. LOUIS CITY,MO,,Stephanie,a04i000000h8N7mAAE,Elliott,Stephanie Elliott,111111865
3/5/1978,88912 Northview Hill,BRECKENRIDGE HILLS,MO,F491849544,Walter,a04i000000h8N7nAAE,Johnson,Walter Johnson,111111866
9/15/1959,21 Warrior Hill,MARYLAND HEIGHTS,MO,B243527210,Adam,a04i000000h8N7oAAE,Welch,Adam Welch,111111867
4/26/1983,66 Buell Pass,CRESTWOOD,MO,T201279563,Philip,a04i000000h8N7pAAE,Wagner,Philip Wagner,111111868
9/22/1971,79170 Linden Terrace,COOL VALLEY,MO,,Roger,a04i000000h8N7rAAE,Schmidt,Roger Schmidt,111111869
9/26/1954,873 Claremont Hill,TOWN & COUNTRY,MO,G692814110,Albert,a04i000000h8N7tAAE,Bowman,Albert Bowman,111111870
9/4/1988,36 Mitchell Point,CHARLACK,MO,D176414216,Tina,a04i000000h8N7uAAE,Black,Tina Black,111111871
7/28/1996,000 Fulton Lane,TWIN OAKS,,F467744106,Marilyn,a04i000000h8N7wAAE,Wallace,Marilyn Wallace,111111872
2/6/1968,05 Upham Lane,ST. ANN,MO,C287115392,Tina,a04i000000h8N7xAAE,Grant,Tina Grant,111111873
7/25/1953,6571 Haas Terrace,CREVE COEUR,MO,H823660218,Steven,a04i000000h8N7yAAE,Castillo,Steven Castillo,111111874
3/3/1990,2498 La Follette Junction,CLARKSON VALLEY,MO,S670808005,Ann,a04i000000h8N7zAAE,Hall,Ann Hall,111111875
12/5/1986,13 Marquette Center,VALLEY PARK,MO,B777914872,Earl,a04i000000h8N80AAE,Garza,Earl Garza,111111876
9/25/1966,8871 Lakewood Hill,CRYSTAL LAKE PARK,MO,O671622715,Patricia,a04i000000h8N81AAE,Morales,Patricia Morales,111111877
7/13/1959,3109 Mallory Parkway,WESTWOOD,MO,W126789350,Jessica,a04i000000h8N82AAE,Bishop,Jessica Bishop,111111878
10/6/1974,8 Calypso Place,EUREKA,MO,C484330244,Jonathan,a04i000000h8N83AAE,Harvey,Jonathan Harvey,111111879
4/13/1994,07 International Alley,OLIVETTE,MO,Q871358681,Christine,a04i000000h8N84AAE,Ray,Christine Ray,111111880
8/22/1964,7098 Delladonna Circle,CREVE COEUR,,Q642283928,Anna,a04i000000h8N85AAE,Johnston,Anna Johnston,111111881
10/29/1987,16147 Oak Valley Lane,CLARKSON VALLEY,MO,N165074437,Sean,a04i000000h8N86AAE,Carroll,Sean Carroll,111111882
2/1/1969,40 Mccormick Place,ROCK HILL,MO,,Albert,a04i000000h8N87AAE,Barnes,Albert Barnes,111111883
3/7/1964,36745 6th Lane,ROCK HILL,MO,F940893547,Teresa,a04i000000h8N88AAE,Stanley,Teresa Stanley,111111884
6/4/1964,31938 Annamark Alley,SYCAMORE HILLS,MO,M652605680,Kenneth,a04i000000h8N89AAE,Greene,Kenneth Greene,111111885
1/2/1973,7 Haas Crossing,ST. ANN,MO,D541494897,Howard,a04i000000h8N8AAAU,Robinson,Howard Robinson,111111886
7/19/1966,03 Messerschmidt Junction,BRECKENRIDGE HILLS,MO,P389636572,Patricia,a04i000000h8N8BAAU,Wagner,Patricia Wagner,111111887
11/30/1953,49 Karstens Court,SYCAMORE HILLS,MO,C636329371,Julie,a04i000000h8N8CAAU,Perez,Julie Perez,111111888
8/25/1955,12699 Bluestem Road,BEL-NOR,MO,F740735149,Clarence,a04i000000h8N8DAAU,Wagner,Clarence Wagner,111111889
8/6/1959,848 Forest Dale Place,NORTHWOODS,MO,H640577621,Anne,a04i000000h8N8EAAU,Andrews,Anne Andrews,111111890
6/28/1952,56 Namekagon Plaza,BEL-NOR,MO,K591597479,Phillip,a04i000000h8N8FAAU,Crawford,Phillip Crawford,111111891
2/28/1977,36 Fremont Drive,WILBUR PARK,MO,,Sara,a04i000000h8N8HAAU,Morgan,Sara Morgan,111111892
11/4/1960,992 Clove Drive,VELDA CITY,MO,M999153702,Barbara,a04i000000h8NFYAA2,Morales,Barbara Morales,111111893
5/16/1970,1858 Milwaukee Street,EDMUNDSON,MO,D731806579,Timothy,a04i000000h8NFZAA2,Perez,Timothy Perez,111111894
9/18/1959,7 Sage Alley,MARLBOROUGH,MO,H093161268,Wayne,a04i000000h8NFaAAM,Lane,Wayne Lane,111111895
2/8/1993,2737 Raven Lane,JENNINGS,MO,F808928527,Harry,a04i000000h8NFgAAM,Wells,Harry Wells,111111896
4/3/1975,1023 Homewood Park,WILDWOOD,MO,W602602315,Michelle,a04i000000h8NFhAAM,Hall,Michelle Hall,111111897
3/29/1976,,UNIVERSITY CITY,MO,,Norma,a04i000000h8NFiAAM,Henderson,Norma Henderson,111111898
2/7/1963,09693 Dakota Center,,MO,Q946104398,Barbara,a04i000000h8NFjAAM,Banks,Barbara Banks,111111899
12/17/1976,0 Northwestern Terrace,GREEN PARK,MO,,Robert,a04i000000h8NFkAAM,Austin,Robert Austin,111111900
11/6/1978,5 Atwood Way,VINITA PARK,MO,L825741165,Rose,a04i000000h8NFlAAM,Hill,Rose Hill,111111901
11/22/1979,0593 Lien Way,CALVERTON PARK,MO,W558533935,Jeffrey,a04i000000h8NFmAAM,Hawkins,Jeffrey Hawkins,111111902
7/31/1987,1049 Vahlen Drive,NORTHWOODS,MO,W496375199,Todd,a04i000000h8NFnAAM,Montgomery,Todd Montgomery,111111903
9/22/1981,,ST. ANN,MO,J055203176,Jane,a04i000000h8NFoAAM,Nguyen,Jane Nguyen,111111904
6/15/1977,49 Corry Junction,BELLERIVE,MO,B828120695,Cheryl,a04i000000h8NFpAAM,Stewart,Cheryl Stewart,111111905
7/18/1973,1 Crowley Point,WOODSON TERRACE,MO,W542353507,Christina,a04i000000h8NFqAAM,Gilbert,Christina Gilbert,111111906
,406 Dakota Plaza,PASADENA PARK,MO,A676589433,Rebecca,a04i000000h8NFrAAM,Carr,Rebecca Carr,111111907
3/4/1960,258 Eagle Crest Junction,EUREKA,MO,Y566103818,Harold,a04i000000h8NFsAAM,Powell,Harold Powell,111111908
6/17/1961,99269 Mayer Circle,GREENDALE,MO,W522691772,Kelly,a04i000000h8NFuAAM,Jones,Kelly Jones,111111909
8/16/1964,1 Chinook Road,PACIFIC,MO,,Clarence,a04i000000h8NFvAAM,Jacobs,Clarence Jacobs,111111910
12/23/1951,4082 Farragut Crossing,BERKELEY,MO,,Antonio,a04i000000h8NFwAAM,Barnes,Antonio Barnes,111111911
3/21/1976,39 Warner Pass,WOODSON TERRACE,,V506119693,Michael,a04i000000h8NFyAAM,Cook,Michael Cook,111111912
2/28/1958,9953 Doe Crossing Crossing,FENTON,MO,F146877051,Annie,a04i000000h8NFzAAM,Dunn,Annie Dunn,111111913
7/2/1983,,BELLA VILLA,MO,N207353456,Shawn,a04i000000h8NG0AAM,Carr,Shawn Carr,111111914
9/7/1986,91 Moulton Drive,COOL VALLEY,,Y365228651,Rachel,a04i000000h8NG1AAM,Meyer,Rachel Meyer,111111915
4/8/1960,87156 Golden Leaf Terrace,COOL VALLEY,MO,C642767766,Katherine,a04i000000h8NG2AAM,Williamson,Katherine Williamson,111111916
3/2/1980,62 Prairie Rose Court,HANLEY HILLS,MO,E706377605,Maria,a04i000000h8NG3AAM,Richards,Maria Richards,111111917
