citation_date__c,citation_hour__c,citation_number__c,citation_time__c,court_address__c,court_date__c,court_hour__c,court_location__c,court_time__c,Court__c,date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,DefendentID__c,drivers_license_number__c,first_name__c,Id,last_name__c,REC_ID__c,Name
2/16/2015,AM,787542275,5:07,7900 Carondelet Avenue,11/3/2015,PM,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,12:37,a03i000000OQssxAAD,9/8/1982,2 Mandrake Crossing,BELLERIVE,MO,a04i000000h8N8hAAE,X607176222,Bruce,a02i000000c3yr9AAA,Oliver,307,UNINCORPORATED CENTRAL ST. LOUIS COUNTY - 787542275 - 42051
3/11/2015,AM,189019131,5:23,1420 Ferguson Avenue,10/13/2015,PM,PAGEDALE,12:53,a03i000000OQssXAAT,4/26/1951,8033 Anthes Parkway,JENNINGS,MO,a04i000000h8N8xAAE,E960669510,Andrew,a02i000000c3yrAAAQ,Phillips,323,PAGEDALE - 189019131 - 42074
2/19/2015,PM,630410524,6:28,7900 Carondelet Avenue,11/9/2015,PM,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,1:58,a03i000000OQssxAAD,10/9/1974,0391 Village Green Point,TOWN & COUNTRY,MO,a04i000000h8NA0AAM,P892555461,Jacqueline,a02i000000c3yrBAAQ,Jenkins,388,UNINCORPORATED CENTRAL ST. LOUIS COUNTY - 630410524 - 42054
6/18/2015,PM,519720805,8:10,1420 Ferguson Avenue,11/26/2015,PM,PAGEDALE,3:40,a03i000000OQssXAAT,1/20/1958,0797 Westend Circle,UPLANDS PARK,MO,a04i000000h8NBeAAM,,William,a02i000000c3yrCAAQ,Mitchell,490,PAGEDALE - 519720805 - 42173
2/4/2015,AM,193265175,8:27,7900 Carondelet Avenue,11/30/2015,PM,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,3:57,a03i000000OQssxAAD,9/16/1994,835 Lunder Drive,FENTON,MO,a04i000000h8NBvAAM,F261219468,Debra,a02i000000c3yrDAAQ,Larson,507,UNINCORPORATED CENTRAL ST. LOUIS COUNTY - 193265175 - 42039
4/10/2015,AM,419441823,9:27,1420 Ferguson Avenue,12/16/2015,PM,PAGEDALE,12:27,a03i000000OQssXAAT,,25 Spaight Point,FLORISSANT,MO,a04i000000h8NCtAAM,B511308400,Carolyn,a02i000000c3yrEAAQ,Brown,567,PAGEDALE - 419441823 - 42104
3/7/2015,PM,251938022,9:42,1420 Ferguson Avenue,10/11/2015,PM,PAGEDALE,12:42,a03i000000OQssXAAT,9/26/1969,85 Orin Way,RICHMOND HEIGHTS,MO,a04i000000h8N4wAAE,E840551269,Cheryl,a02i000000c3yrFAAQ,Castillo,582,PAGEDALE - 251938022 - 42070
5/28/2015,AM,205633828,11:29,1420 Ferguson Avenue,11/29/2015,PM,PAGEDALE,2:29,a03i000000OQssXAAT,12/30/1974,8631 Esker Park,CLARKSON VALLEY,MO,a04i000000h8NErAAM,Y557444600,Joe,a02i000000c3yrGAAQ,Murray,689,PAGEDALE - 205633828 - 42152
8/6/2015,PM,693649005,11:38,1420 Ferguson Avenue,,PM,PAGEDALE,2:38,a03i000000OQssXAAT,10/16/1962,557 Pond Hill,VINITA PARK,MO,a04i000000h8NF0AAM,V500128481,Emily,a02i000000c3yrHAAQ,Warren,698,PAGEDALE - 693649005 - 42222
6/6/2015,PM,364604814,11:40,7900 Carondelet Avenue,11/12/2015,PM,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,2:40,a03i000000OQssxAAD,11/27/1962,,VELDA CITY,MO,a04i000000h8NF2AAM,B654669569,Deborah,a02i000000c3yrIAAQ,Howell,700,UNINCORPORATED CENTRAL ST. LOUIS COUNTY - 364604814 - 42161
6/27/2015,PM,11824799,1:13,1420 Ferguson Avenue,11/30/2015,PM,PAGEDALE,4:12,a03i000000OQssXAAT,1/9/1986,237 Blaine Avenue,HANLEY HILLS,MO,a04i000000h8NGSAA2,,Jessica,a02i000000c3yrJAAQ,Franklin,792,PAGEDALE - 11824799 - 42182
7/21/2015,PM,959655791,1:27,7900 Carondelet Avenue,11/13/2015,PM,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,4:26,a03i000000OQssxAAD,8/9/1961,7811 Kings Pass,HILLSDALE,MO,a04i000000h8NGiAAM,V767008534,Chris,a02i000000c3yrKAAQ,Johnston,806,UNINCORPORATED CENTRAL ST. LOUIS COUNTY - 959655791 - 42206
2/5/2015,AM,232523680,2:30,7900 Carondelet Avenue,12/15/2015,PM,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,12:59,a03i000000OQssxAAD,9/24/1993,95 Maple Wood Alley,PACIFIC,MO,a04i000000h8NHjAAM,V850567006,Richard,a02i000000c3yrLAAQ,Arnold,869,UNINCORPORATED CENTRAL ST. LOUIS COUNTY - 232523680 - 42040
6/27/2015,AM,7501925,4:04,1420 Ferguson Avenue,10/17/2015,PM,PAGEDALE,2:33,a03i000000OQssXAAT,11/15/1984,5 Wayridge Alley,UPLANDS PARK,MO,a04i000000h8NJEAA2,O310023093,Phyllis,a02i000000c3yrMAAQ,Lee,963,PAGEDALE - 7501925 - 42182
5/19/2015,AM,349262251,12:35,4323 Woodson Road,11/22/2015,PM,WOODSON TERRACE,12:35,a03i000000OQsswAAD,10/20/1962,2758 Prairie Rose Avenue,CRYSTAL LAKE PARK,MO,a04i000000h8N4JAAU,S761105361,Henry,a02i000000c3yrNAAQ,Sanders,35,WOODSON TERRACE - 349262251 - 42143
1/28/2015,AM,672747832,12:51,300 Hoven Drive,10/10/2015,PM,PACIFIC,12:51,a03i000000OQssWAAT,8/29/1975,42722 Stoughton Street,TWIN OAKS,MO,a04i000000h8N4ZAAU,,Phillip,a02i000000c3yrOAAQ,Elliott,51,PACIFIC - 672747832 - 42032
2/22/2015,AM,54286479,1:21,300 Hoven Drive,12/26/2015,PM,PACIFIC,1:21,a03i000000OQssWAAT,2/18/1975,1 Sommers Trail,MOLINE ACRES,MO,a04i000000h8N53AAE,R910221512,Marilyn,a02i000000c3yrPAAQ,Torres,81,PACIFIC - 54286479 - 42057
5/28/2015,AM,91204163,1:43,4323 Woodson Road,,PM,WOODSON TERRACE,1:43,a03i000000OQsswAAD,7/4/1978,687 Columbus Road,OAKLAND,MO,a04i000000h8N5PAAU,B708646386,Donna,a02i000000c3yrQAAQ,Hunter,103,WOODSON TERRACE - 91204163 - 42152
1/12/2015,PM,671972435,2:01,300 Hoven Drive,11/15/2015,PM,PACIFIC,2:01,a03i000000OQssWAAT,4/7/1979,763 Northland Place,BLACK JACK,MO,a04i000000h8N5gAAE,M441253948,Amy,a02i000000c3yrRAAQ,Duncan,120,PACIFIC - 671972435 - 42016
6/11/2015,AM,759926166,11:07,1011 Municipal Center Drive,12/2/2015,PM,TOWN AND COUNTRY,2:07,a03i000000OQssjAAD,4/30/1988,3 Sachtjen Circle,WARSON WOODS,MO,a04i000000h8NEVAA2,Z075807314,Susan,a02i000000c3ywIAAQ,Rodriguez,667,TOWN AND COUNTRY - 759926166 - 42166
1/30/2015,PM,709864513,11:22,1011 Municipal Center Drive,12/13/2015,PM,TOWN AND COUNTRY,2:22,a03i000000OQssjAAD,4/24/1969,30972 Upham Center,WILBUR PARK,MO,a04i000000h8NEhAAM,T683472623,Virginia,a02i000000c3ywJAAQ,Hicks,682,TOWN AND COUNTRY - 709864513 - 42034
6/19/2015,AM,164962482,12:06,1011 Municipal Center Drive,11/19/2015,PM,TOWN AND COUNTRY,3:05,a03i000000OQssjAAD,5/11/1976,98 Eagle Crest Street,PASADENA HILLS,,a04i000000h8NFRAA2,L723891931,Brenda,a02i000000c3ywKAAQ,White,725,TOWN AND COUNTRY - 164962482 - 42174
8/8/2015,AM,517411575,1:34,1011 Municipal Center Drive,12/27/2015,PM,TOWN AND COUNTRY,12:03,a03i000000OQssjAAD,1/25/1962,08923 Michigan Junction,GREEN PARK,MO,a04i000000h8NGrAAM,R014048609,Raymond,a02i000000c3ywLAAQ,Elliott,813,TOWN AND COUNTRY - 517411575 - 42224
,AM,678620800,1:50,9435 Clayton Road,11/5/2015,PM,LADUE,12:19,a03i000000OQssJAAT,6/2/1995,789 Dryden Center,PASADENA HILLS,MO,a04i000000h8NH7AAM,K988561548,Laura,a02i000000c3ywMAAQ,Ramos,829,LADUE - 678620800 -
6/15/2015,AM,682690971,2:16,9435 Clayton Road,11/4/2015,PM,LADUE,12:45,a03i000000OQssJAAT,6/15/1994,20453 Upham Drive,VELDA VILLAGE HILLS,MO,a04i000000h8NHXAA2,Z333300358,Carol,a02i000000c3ywNAAQ,Ray,855,LADUE - 682690971 - 42170
3/23/2015,PM,539302270,3:05,1011 Municipal Center Drive,10/23/2015,PM,TOWN AND COUNTRY,1:34,a03i000000OQssjAAD,9/16/1950,061 Bluestem Circle,SUNSET HILLS,MO,a04i000000h8NHCAA2,Y704844902,Frances,a02i000000c3ywOAAQ,Weaver,904,TOWN AND COUNTRY - 539302270 - 42086
3/17/2015,AM,424673271,3:20,9435 Clayton Road,12/10/2015,PM,LADUE,1:49,a03i000000OQssJAAT,11/26/1972,4608 Center Place,PAGEDALE,MO,a04i000000h8NIZAA2,R321640074,Rose,a02i000000c3ywPAAQ,Wright,919,LADUE - 424673271 - 42080
3/3/2015,PM,718933923,3:23,1011 Municipal Center Drive,11/6/2015,PM,TOWN AND COUNTRY,1:52,a03i000000OQssjAAD,5/2/1953,,WOODSON TERRACE,MO,a04i000000h8NIcAAM,,Antonio,a02i000000c3ywQAAQ,Gonzalez,922,TOWN AND COUNTRY - 718933923 - 42066
4/1/2015,PM,222360112,3:47,9435 Clayton Road,12/30/2015,PM,LADUE,2:16,a03i000000OQssJAAT,2/1/1974,95926 Namekagon Terrace,NORMANDY,MO,a04i000000h8NJ0AAM,Q526993883,Jerry,a02i000000c3ywRAAQ,Cox,946,LADUE - 222360112 - 42095
4/7/2015,PM,355743023,4:01,1011 Municipal Center Drive,12/11/2015,PM,TOWN AND COUNTRY,2:30,a03i000000OQssjAAD,11/15/1984,5 Wayridge Alley,UPLANDS PARK,MO,a04i000000h8NJEAA2,O310023093,Phyllis,a02i000000c3ywSAAQ,Lee,960,TOWN AND COUNTRY - 355743023 - 42101
3/23/2015,AM,528860387,4:32,1011 Municipal Center Drive,10/4/2015,PM,TOWN AND COUNTRY,3:01,a03i000000OQssjAAD,2/27/1981,98 Lunder Place,GLEN ECHO PARK,MO,a04i000000h8NJjAAM,V297891865,Jason,a02i000000c3ywTAAQ,Williams,991,TOWN AND COUNTRY - 528860387 - 42086
7/27/2015,AM,545567,4:38,1011 Municipal Center Drive,12/6/2015,PM,TOWN AND COUNTRY,3:07,a03i000000OQssjAAD,,89 Russell Road,CLARKSON VALLEY,,a04i000000h8NJpAAM,P087538224,Jessica,a02i000000c3ywUAAQ,Brooks,997,TOWN AND COUNTRY - 545567 - 42212
8/26/2015,PM,788582431,12:56,8944 St. Charles Rock Road,,PM,SYCAMORE HILLS,12:56,a03i000000OQssiAAD,3/20/1979,85609 Oriole Road,KINLOCH,MO,a04i000000h8N4eAAE,M061054443,Debra,a02i000000c3ywVAAQ,Stevens,56,SYCAMORE HILLS - 788582431 - 42242
8/8/2015,AM,300298410,1:51,139 S. Kirkwood Road,12/29/2015,PM,KIRKWOOD,1:51,a03i000000OQssIAAT,12/31/1995,06 Vahlen Lane,MARLBOROUGH,MO,a04i000000h8N5XAAU,L526278813,Bonnie,a02i000000c3ywWAAQ,Fox,111,KIRKWOOD - 300298410 - 42224
6/4/2015,AM,907135259,2:19,139 S. Kirkwood Road,9/27/2015,PM,KIRKWOOD,2:19,a03i000000OQssIAAT,10/6/1970,90816 Steensland Junction,BRECKENRIDGE HILLS,MO,a04i000000h8N5zAAE,L488347278,Mary,a02i000000c3ywXAAQ,Foster,139,KIRKWOOD - 907135259 - 42159
8/27/2015,AM,13839849,2:25,139 S. Kirkwood Road,,PM,KIRKWOOD,2:25,a03i000000OQssIAAT,3/21/1959,,BRECKENRIDGE HILLS,MO,a04i000000h8N65AAE,C304594897,Carlos,a02i000000c3ywYAAQ,Moore,145,KIRKWOOD - 13839849 - 42243
7/19/2015,AM,600221321,3:29,139 S. Kirkwood Road,9/19/2015,PM,KIRKWOOD,3:29,a03i000000OQssIAAT,4/9/1967,9 Montana Park,DELLWOOD,MO,a04i000000h8N74AAE,A044580699,Jonathan,a02i000000c3ywZAAQ,Perez,209,KIRKWOOD - 600221321 - 42204
8/5/2015,PM,701425162,4:20,8944 St. Charles Rock Road,11/3/2015,PM,SYCAMORE HILLS,4:20,a03i000000OQssiAAD,7/28/1996,000 Fulton Lane,TWIN OAKS,,a04i000000h8N7wAAE,F467744106,Marilyn,a02i000000c3ywaAAA,Wallace,260,SYCAMORE HILLS - 701425162 - 42221
3/3/2015,AM,321750161,4:27,8944 St. Charles Rock Road,11/6/2015,PM,SYCAMORE HILLS,4:27,a03i000000OQssiAAD,10/6/1974,8 Calypso Place,EUREKA,MO,a04i000000h8N83AAE,C484330244,Jonathan,a02i000000c3ywbAAA,Harvey,267,SYCAMORE HILLS - 321750161 - 42066
1/31/2015,PM,384128605,2:19,300 North New Ballas Road,10/29/2015,PM,CREVE COEUR,12:48,a03i000000OQsrzAAD,8/9/1988,82 Derek Place,FERGUSON,MO,a04i000000h8NHaAAM,S217663922,Diana,a02i000000c3z1TAAQ,Anderson,858,CREVE COEUR - 384128605 - 42035
4/7/2015,PM,201082386,2:59,300 North New Ballas Road,10/24/2015,PM,CREVE COEUR,1:28,a03i000000OQsrzAAD,5/20/1957,3150 Southridge Circle,KIRKWOOD,MO,a04i000000h8NIEAA2,C700859784,Julia,a02i000000c3z1UAAQ,Berry,898,CREVE COEUR - 201082386 - 42101
6/11/2015,AM,647562604,12:57,1 Detjen Drive,9/16/2015,PM,CRESTWOOD,12:57,a03i000000OQsryAAD,9/23/1995,4880 Magdeline Terrace,,MO,a04i000000h8N4fAAE,D291775596,Jessica,a02i000000c3z1VAAQ,Gutierrez,57,CRESTWOOD - 647562604 - 42166
1/4/2015,PM,639178792,2:32,1 Detjen Drive,10/11/2015,PM,CRESTWOOD,2:32,a03i000000OQsryAAD,10/23/1970,99211 Namekagon Street,RICHMOND HEIGHTS,MO,a04i000000h8N6CAAU,,Wanda,a02i000000c3z1WAAQ,Marshall,152,CRESTWOOD - 639178792 - 42008
,AM,289876599,2:41,1 Detjen Drive,9/16/2015,PM,CRESTWOOD,2:41,a03i000000OQsryAAD,2/24/1987,80 Manley Place,HILLSDALE,,a04i000000h8N6LAAU,N806453191,Aaron,a02i000000c3z1XAAQ,Burke,161,CRESTWOOD - 289876599 -
4/20/2015,AM,433077164,3:51,1 Detjen Drive,12/23/2015,PM,CRESTWOOD,3:51,a03i000000OQsryAAD,10/13/1977,2252 Holy Cross Junction,ST. ANN,MO,a04i000000h8N7TAAU,H072283012,Bobby,a02i000000c3z1YAAQ,Boyd,231,CRESTWOOD - 433077164 - 42114
7/11/2015,AM,922526088,4:13,1 Detjen Drive,11/13/2015,PM,CRESTWOOD,4:13,a03i000000OQsryAAD,4/26/1983,66 Buell Pass,CRESTWOOD,MO,a04i000000h8N7pAAE,T201279563,Philip,a02i000000c3z1ZAAQ,Wagner,253,CRESTWOOD - 922526088 - 42196
8/1/2015,PM,408928748,6:20,1 Detjen Drive,12/4/2015,PM,CRESTWOOD,1:50,a03i000000OQsryAAD,8/24/1972,95625 Knutson Parkway,BRIDGETON,MO,a04i000000h8N9sAAE,W724227336,Linda,a02i000000c3z1aAAA,Wells,380,CRESTWOOD - 408928748 - 42217
5/8/2015,PM,323866048,7:50,1 Detjen Drive,9/14/2015,PM,CRESTWOOD,3:20,a03i000000OQsryAAD,6/24/1980,80 Green Hill,,MO,a04i000000h8NBKAA2,B517054814,Denise,a02i000000c3z1bAAA,Coleman,470,CRESTWOOD - 323866048 - 42132
7/16/2015,AM,51939897,8:03,1 Detjen Drive,11/17/2015,PM,CRESTWOOD,3:33,a03i000000OQsryAAD,6/18/1986,,MANCHESTER,MO,a04i000000h8NBUAA2,V685015237,Justin,a02i000000c3z1cAAA,Walker,483,CRESTWOOD - 51939897 - 42201
1/17/2015,AM,478669746,8:29,1 Detjen Drive,12/17/2015,PM,CRESTWOOD,3:59,a03i000000OQsryAAD,5/26/1993,8 Almo Crossing,PASADENA HILLS,MO,a04i000000h8NBxAAM,N116287494,Ashley,a02i000000c3z1dAAA,Hawkins,509,CRESTWOOD - 478669746 - 42021
3/30/2015,AM,481142426,8:31,1 Detjen Drive,9/29/2015,PM,CRESTWOOD,4:01,a03i000000OQsryAAD,9/28/1992,97 Raven Alley,MARYLAND HEIGHTS,MO,a04i000000h8NC0AAM,K250527287,Joshua,a02i000000c3z1eAAA,Stanley,511,CRESTWOOD - 481142426 - 42093
8/26/2015,PM,25702609,9:30,1 Detjen Drive,10/19/2015,PM,CRESTWOOD,12:30,a03i000000OQsryAAD,8/1/1980,25 Spaight Point,FLORISSANT,MO,a04i000000h8NCtAAM,,Carolyn,a02i000000c3z1fAAA,Brown,570,CRESTWOOD - 25702609 - 42242
9/5/2015,PM,434897887,12:41,1 Detjen Drive,10/18/2015,PM,CRESTWOOD,3:40,a03i000000OQsryAAD,7/2/1983,,BELLA VILLA,MO,a04i000000h8NG0AAM,N207353456,Shawn,a02i000000c3z1gAAA,Carr,760,CRESTWOOD - 434897887 - 42252
4/29/2015,PM,622729481,12:43,1 Detjen Drive,9/18/2015,PM,CRESTWOOD,3:42,a03i000000OQsryAAD,4/8/1960,87156 Golden Leaf Terrace,COOL VALLEY,MO,a04i000000h8NG2AAM,C642767766,Katherine,a02i000000c3z1hAAA,Williamson,762,CRESTWOOD - 622729481 - 42123
5/29/2015,PM,43370690,1:49,1 Detjen Drive,12/28/2015,PM,CRESTWOOD,12:18,a03i000000OQsryAAD,5/3/1977,,COOL VALLEY,MO,a04i000000h8NH6AAM,R812147205,Jean,a02i000000c3z1iAAA,Bryant,828,CRESTWOOD - 43370690 - 42153
7/1/2015,PM,893386509,2:39,1 Detjen Drive,12/3/2015,PM,CRESTWOOD,1:08,a03i000000OQsryAAD,1/5/1973,155 Mosinee Point,WOODSON TERRACE,MO,a04i000000h8NHuAAM,B221822656,Jesse,a02i000000c3z1jAAA,Murphy,878,CRESTWOOD - 893386509 - 42186
2/14/2015,AM,313374054,4:18,1 Detjen Drive,9/13/2015,PM,CRESTWOOD,2:47,a03i000000OQsryAAD,8/13/1964,81007 Harper Trail,KIRKWOOD,MO,a04i000000h8NJVAA2,B726484950,Phyllis,a02i000000c3z1kAAA,James,977,CRESTWOOD - 313374054 - 42049
3/9/2015,AM,789674515,12:01,7422 Eunice Avenue,11/12/2015,PM,COUNTRY CLUB HILLS,12:01,a03i000000OQsrxAAD,12/30/1975,0 Erie Road,DES PERES,MO,a04i000000h8N3lAAE,O890037612,Wanda,a02i000000c3z1lAAA,Phillips,1,COUNTRY CLUB HILLS - 789674515 - 42072
1/12/2015,PM,426990059,1:01,7422 Eunice Avenue,10/12/2015,PM,COUNTRY CLUB HILLS,1:01,a03i000000OQsrxAAD,9/9/1969,2429 Kropf Court,CRYSTAL LAKE PARK,MO,a04i000000h8N4iAAE,V557857325,Carol,a02i000000c3z1mAAA,Lee,60,COUNTRY CLUB HILLS - 426990059 - 42016
8/30/2015,PM,475181492,3:12,300 Hoven Drive,10/12/2015,PM,PACIFIC,3:12,a03i000000OQssWAAT,6/27/1964,,TOWN & COUNTRY,MO,a04i000000h8N6qAAE,L676922183,Roger,a02i000000c3yrSAAQ,Arnold,192,PACIFIC - 475181492 - 42246
8/29/2015,AM,681790154,3:41,4323 Woodson Road,12/24/2015,PM,WOODSON TERRACE,3:41,a03i000000OQsswAAD,,4 Center Junction,CLAYTON,MO,a04i000000h8N7GAAU,,Amanda,a02i000000c3yrTAAQ,Hall,221,WOODSON TERRACE - 681790154 - 42245
5/2/2015,PM,183631976,3:52,4323 Woodson Road,9/30/2015,PM,WOODSON TERRACE,3:52,a03i000000OQsswAAD,8/13/1960,8203 Ludington Plaza,CRYSTAL LAKE PARK,MO,a04i000000h8N7UAAU,C143829126,Arthur,a02i000000c3yrUAAQ,Oliver,232,WOODSON TERRACE - 183631976 - 42126
2/9/2015,AM,693310848,4:07,300 Hoven Drive,10/22/2015,PM,PACIFIC,4:07,a03i000000OQssWAAT,3/6/1983,24 Rockefeller Point,WILDWOOD,MO,a04i000000h8N7jAAE,,Pamela,a02i000000c3yrVAAQ,Fields,247,PACIFIC - 693310848 - 42044
5/7/2015,AM,155247776,4:11,300 Hoven Drive,12/26/2015,PM,PACIFIC,4:11,a03i000000OQssWAAT,3/5/1978,88912 Northview Hill,BRECKENRIDGE HILLS,MO,a04i000000h8N7nAAE,F491849544,Walter,a02i000000c3yrWAAQ,Johnson,251,PACIFIC - 155247776 - 42131
7/2/2015,AM,805998761,4:29,4323 Woodson Road,10/24/2015,PM,WOODSON TERRACE,4:29,a03i000000OQsswAAD,8/22/1964,7098 Delladonna Circle,CREVE COEUR,,a04i000000h8N85AAE,Q642283928,Anna,a02i000000c3yrXAAQ,Johnston,269,WOODSON TERRACE - 805998761 - 42187
5/6/2015,PM,839963517,6:22,300 Hoven Drive,11/15/2015,PM,PACIFIC,1:52,a03i000000OQssWAAT,9/19/1951,43786 Carberry Hill,CHAMP,MO,a04i000000h8N9uAAE,H793890428,Melissa,a02i000000c3yrYAAQ,Barnes,382,PACIFIC - 839963517 - 42130
4/9/2015,AM,479632065,6:23,300 Hoven Drive,12/19/2015,PM,PACIFIC,1:53,a03i000000OQssWAAT,5/3/1972,47847 David Trail,GREEN PARK,MO,a04i000000h8N9vAAE,,Russell,a02i000000c3yrZAAQ,Hamilton,383,PACIFIC - 479632065 - 42103
5/7/2015,PM,974221590,7:10,300 Hoven Drive,10/3/2015,PM,PACIFIC,2:40,a03i000000OQssWAAT,5/10/1953,82 Grayhawk Plaza,WILBUR PARK,MO,a04i000000h8NAgAAM,L596021194,Frances,a02i000000c3yraAAA,Oliver,430,PACIFIC - 974221590 - 42131
5/2/2015,PM,542402547,8:52,300 Hoven Drive,12/17/2015,PM,PACIFIC,4:22,a03i000000OQssWAAT,10/23/1956,65245 Banding Street,OVERLAND,MO,a04i000000h8NCKAA2,D639560606,Donald,a02i000000c3yrbAAA,Bowman,532,PACIFIC - 542402547 - 42126
5/30/2015,AM,730977275,9:29,300 Hoven Drive,12/9/2015,PM,PACIFIC,12:29,a03i000000OQssWAAT,8/1/1980,25 Spaight Point,FLORISSANT,MO,a04i000000h8NCtAAM,B511308400,Carolyn,a02i000000c3yrcAAA,Brown,569,PACIFIC - 730977275 - 42154
4/17/2015,AM,443642662,9:59,4323 Woodson Road,11/19/2015,PM,WOODSON TERRACE,12:59,a03i000000OQsswAAD,8/17/1990,3 Florence Parkway,OVERLAND,,a04i000000h8NDPAA2,Z540450348,Eugene,a02i000000c3yrdAAA,Wells,599,WOODSON TERRACE - 443642662 - 42111
9/1/2015,PM,313668157,10:34,300 Hoven Drive,11/1/2015,PM,PACIFIC,1:34,a03i000000OQssWAAT,7/25/1976,576 Arapahoe Center,FRONTENAC,MO,a04i000000h8NDyAAM,W409035058,Shirley,a02i000000c3yreAAA,Young,634,PACIFIC - 313668157 - 42248
,PM,570258522,11:04,300 Hoven Drive,10/29/2015,PM,PACIFIC,2:04,a03i000000OQssWAAT,3/1/1992,947 Express Crossing,PASADENA HILLS,MO,a04i000000h8NEQAA2,T901820954,Donna,a02i000000c3yrfAAA,Reynolds,664,PACIFIC - 570258522 -
2/7/2015,PM,673738307,11:12,4323 Woodson Road,11/18/2015,PM,WOODSON TERRACE,2:12,a03i000000OQsswAAD,2/20/1992,52 Sauthoff Center,PACIFIC,MO,a04i000000h8NEaAAM,,Bobby,a02i000000c3yrgAAA,Ward,672,WOODSON TERRACE - 673738307 - 42042
7/22/2015,AM,435548397,11:37,4323 Woodson Road,12/27/2015,PM,WOODSON TERRACE,2:37,a03i000000OQsswAAD,9/18/1966,1880 Anniversary Circle,VINITA PARK,MO,a04i000000h8NEzAAM,W210175237,Ronald,a02i000000c3yrhAAA,Morgan,697,WOODSON TERRACE - 435548397 - 42207
1/26/2015,AM,152106579,11:49,300 Hoven Drive,10/19/2015,PM,PACIFIC,2:49,a03i000000OQssWAAT,2/3/1951,422 Pine View Parkway,GREENDALE,MO,a04i000000h8NFBAA2,R954492923,Catherine,a02i000000c3yriAAA,Tucker,709,PACIFIC - 152106579 - 42030
6/19/2015,PM,339301159,11:50,4323 Woodson Road,10/12/2015,PM,WOODSON TERRACE,2:50,a03i000000OQsswAAD,9/30/1987,926 Del Mar Way,FENTON,MO,a04i000000h8NFCAA2,Y291977165,Kathryn,a02i000000c3yrjAAA,Martin,710,WOODSON TERRACE - 339301159 - 42174
1/6/2015,AM,853477477,12:28,300 Hoven Drive,9/17/2015,PM,PACIFIC,3:27,a03i000000OQssWAAT,7/31/1987,1049 Vahlen Drive,NORTHWOODS,MO,a04i000000h8NFnAAM,W496375199,Todd,a02i000000c3yrkAAA,Montgomery,747,PACIFIC - 853477477 - 42010
6/30/2015,AM,416157768,2:04,300 Hoven Drive,10/9/2015,PM,PACIFIC,12:33,a03i000000OQssWAAT,9/5/1951,64708 Michigan Crossing,BELLERIVE,MO,a04i000000h8NHLAA2,U476258527,Jerry,a02i000000c3yrlAAA,Burton,843,PACIFIC - 416157768 - 42185
3/4/2015,PM,339282186,4:40,139 S. Kirkwood Road,10/7/2015,PM,KIRKWOOD,12:10,a03i000000OQssIAAT,8/6/1959,848 Forest Dale Place,NORTHWOODS,MO,a04i000000h8N8EAAU,H640577621,Anne,a02i000000c3ywcAAA,Andrews,280,KIRKWOOD - 339282186 - 42067
2/6/2015,PM,516138718,5:18,139 S. Kirkwood Road,10/17/2015,PM,KIRKWOOD,12:48,a03i000000OQssIAAT,7/6/1964,53 Westerfield Drive,CHESTERFIELD,MO,a04i000000h8N8sAAE,,Beverly,a02i000000c3ywdAAA,Burke,318,KIRKWOOD - 516138718 - 42041
6/4/2015,AM,330893481,5:25,8944 St. Charles Rock Road,10/21/2015,PM,SYCAMORE HILLS,12:55,a03i000000OQssiAAD,9/30/1963,57894 Melrose Hill,WARSON WOODS,,a04i000000h8N8zAAE,Y095205604,Paula,a02i000000c3yweAAA,Mitchell,325,SYCAMORE HILLS - 330893481 - 42159
6/29/2015,PM,602659057,5:46,8944 St. Charles Rock Road,11/3/2015,PM,SYCAMORE HILLS,1:16,a03i000000OQssiAAD,5/17/1991,101 Boyd Court,BEL-NOR,MO,a04i000000h8N9KAAU,P184303014,Joshua,a02i000000c3ywfAAA,Hamilton,346,SYCAMORE HILLS - 602659057 - 42184
,AM,386670467,5:51,139 S. Kirkwood Road,11/7/2015,PM,KIRKWOOD,1:21,a03i000000OQssIAAT,1/25/1982,1 Coolidge Way,CREVE COEUR,MO,a04i000000h8N9PAAU,U217289411,Jacqueline,a02i000000c3ywgAAA,Fox,351,KIRKWOOD - 386670467 -
1/1/2015,PM,467600245,6:56,8944 St. Charles Rock Road,12/13/2015,PM,SYCAMORE HILLS,2:26,a03i000000OQssiAAD,10/14/1956,710 Eagan Terrace,FERGUSON,MO,a04i000000h8NASAA2,J655009166,Ernest,a02i000000c3ywhAAA,Franklin,416,SYCAMORE HILLS - 467600245 - 42005
2/25/2015,AM,409721586,7:59,8944 St. Charles Rock Road,11/6/2015,PM,SYCAMORE HILLS,3:29,a03i000000OQssiAAD,,83011 Merchant Center,MOLINE ACRES,MO,a04i000000h8NBTAA2,L203975600,Jeffrey,a02i000000c3ywiAAA,Lane,479,SYCAMORE HILLS - 409721586 - 42060
